IG,NN,normal,0.0001,15.349,20.726,19.288,17.356,17.957,12.134
LRP,NN,normal,0.0001,18.094,20.726,19.288,18.902,19.387,12.897
LIME,NN,normal,0.0001,18.094,15.349,19.288,16.716,16.679,12.321
Random,NN,normal,0.0001,18.094,15.349,20.726,16.847,17.215,12.655

