NN,normal,0.0001,29.714,29.578,26.046,25.976,29.714,29.621,29.714,29.546,27.826,27.68,17.458,17.348
NN,normal,0.0001,29.714,29.538,26.046,25.976,29.714,29.621,29.714,29.534,27.871,27.703,16.689,16.577
NN,normal,0.0001,29.714,29.538,29.714,29.578,29.714,29.621,29.714,29.528,29.714,29.533,17.393,17.26
NN,normal,0.0001,29.714,29.538,29.714,29.578,26.046,25.976,29.714,29.541,28.491,28.3,16.935,16.813
