lNN,weak,0,29.714,29.714,29.714,29.714,29.714,29.714,25.918,25.918,29.714,29.714,29.714,29.714,29.5,29.5,29.531,29.531
lNN,weak,0.0001,29.714,29.673,29.714,29.636,29.714,29.636,25.918,25.848,29.714,29.621,29.714,29.619,29.5,29.433,29.483,29.346
lNN,weak,0.001,29.714,29.27,29.714,29.059,29.714,29.059,25.918,25.212,29.714,28.754,29.714,28.799,29.5,28.823,28.813,27.277
lNN,weak,0.01,29.714,24.977,29.714,23.383,29.714,23.383,25.918,18.794,29.714,20.518,29.714,20.75,29.5,22.674,26.996,13.019
lNN,normal,0,29.714,29.714,29.714,29.714,29.714,29.714,25.918,25.918,29.714,29.714,29.714,29.714,29.5,29.5,29.394,29.394
lNN,normal,0.0001,29.714,29.673,29.714,29.636,29.714,29.636,25.918,25.848,29.714,29.621,29.714,29.619,29.5,29.433,29.405,29.273
lNN,normal,0.001,29.714,29.27,29.714,29.059,29.714,29.059,25.918,25.212,29.714,28.754,29.714,28.799,29.5,28.823,29.059,27.635
lNN,normal,0.01,29.714,24.977,29.714,23.383,29.714,23.383,25.918,18.794,29.714,20.518,29.714,20.75,29.5,22.674,27.587,14.326
lNN,strong,0,29.714,29.714,29.714,29.714,29.714,29.714,25.918,25.918,29.714,29.714,29.714,29.714,29.5,29.5,28.745,28.745
lNN,strong,0.0001,29.714,29.673,29.714,29.636,29.714,29.636,25.918,25.848,29.714,29.621,29.714,29.619,29.5,29.433,28.789,28.668
lNN,strong,0.001,29.714,29.27,29.714,29.059,29.714,29.059,25.918,25.212,29.714,28.754,29.714,28.799,29.5,28.823,28.815,27.52
lNN,strong,0.01,29.714,24.977,29.714,23.383,29.714,23.383,25.918,18.794,29.714,20.518,29.714,20.75,29.5,22.674,28.089,15.557
