cNN,weak,0,29.714,29.714,29.714,29.714,25.104,25.104,29.714,29.714,29.714,29.714,29.714,29.714,18.497,18.497
cNN,weak,0.0001,29.714,29.53,29.714,29.557,25.104,25.029,29.714,29.621,29.714,29.496,29.714,29.45,19.21,19.082
cNN,weak,0.001,29.714,27.979,29.714,28.001,25.104,24.425,29.714,28.754,29.714,27.608,29.714,27.435,21.099,19.3
cNN,weak,0.01,29.714,14.557,29.714,14.791,25.104,18.364,29.714,20.518,29.714,11.345,29.714,11.303,24.26,7.299
cNN,normal,0,29.714,29.714,29.714,29.714,25.104,25.104,29.714,29.714,29.714,29.714,29.714,29.714,14.117,14.117
cNN,normal,0.0001,29.714,29.53,29.714,29.557,25.104,25.029,29.714,29.621,29.714,29.496,29.714,29.45,14.576,14.497
cNN,normal,0.001,29.714,27.979,29.714,28.001,25.104,24.425,29.714,28.754,29.714,27.608,29.714,27.435,16.183,14.952
cNN,normal,0.01,29.714,14.557,29.714,14.791,25.104,18.364,29.714,20.518,29.714,11.345,29.714,11.303,20.554,6.729
cNN,strong,0,29.714,29.714,29.714,29.714,25.104,25.104,29.714,29.714,29.714,29.714,29.714,29.714,10.524,10.524
cNN,strong,0.0001,29.714,29.53,29.714,29.557,25.104,25.029,29.714,29.621,29.714,29.496,29.714,29.45,10.8,10.741
cNN,strong,0.001,29.714,27.979,29.714,28.001,25.104,24.425,29.714,28.754,29.714,27.608,29.714,27.435,11.852,11.07
cNN,strong,0.01,29.714,14.557,29.714,14.791,25.104,18.364,29.714,20.518,29.714,11.345,29.714,11.303,15.975,5.759
