NN,weak,0,5.535564853556485
NN,weak,0.0001,5.485355648535565
NN,weak,0.001,5.146443514644352
NN,weak,0.01,3.4644351464435146
NN,weak,0.1,0.3723849372384937
NN,normal,0,5.627615062761507
NN,normal,0.0001,5.602510460251046
NN,normal,0.001,5.464435146443515
NN,normal,0.01,4.338912133891213
NN,normal,0.1,1.1548117154811715
NN,strong,0,5.7824267782426775
NN,strong,0.0001,5.7740585774058575
NN,strong,0.001,5.673640167364017
NN,strong,0.01,4.878661087866109
NN,strong,0.1,2.0585774058577404
NN,weak,0,5.472803347280335
NN,weak,0.0001,5.426778242677824
NN,weak,0.001,5.096234309623431
NN,weak,0,5.472803347280335
NN,weak,0.0001,5.426778242677824
NN,weak,0.001,5.096234309623431
NN,weak,0.01,3.4560669456066946
NN,weak,0.1,0.3598326359832636
NN,normal,0,5.564853556485356
NN,normal,0.0001,5.543933054393306
NN,normal,0.001,5.410041841004184
NN,normal,0.01,4.338912133891213
NN,normal,0.1,1.1548117154811715
NN,strong,0,5.7405857740585775
NN,strong,0.0001,5.7364016736401675
NN,strong,0.001,5.640167364016737
NN,strong,0.01,4.849372384937238
NN,strong,0.1,2.062761506276151
