NN,weak,0,12.0,12.0
NN,weak,0.0001,12.0,12.0
NN,weak,0.001,12.0,12.0
NN,weak,0.01,12.0,12.0
NN,weak,0.1,12.0,10.744769874476987
NN,normal,0,12.0,12.0
NN,normal,0.0001,12.0,12.0
NN,normal,0.001,12.0,12.0
NN,normal,0.01,12.0,12.0
NN,normal,0.1,12.0,10.744769874476987
NN,strong,0,12.0,12.0
NN,strong,0.0001,12.0,12.0
NN,strong,0.001,12.0,12.0
NN,strong,0.01,12.0,12.0
NN,strong,0.1,12.0,10.744769874476987
NN,weak,0,12.0,12.0
NN,weak,0.0001,12.0,12.0
NN,weak,0.001,12.0,11.94979079497908
NN,weak,0,12.0,12.0
NN,weak,0.0001,12.0,12.0
NN,weak,0.001,12.0,11.94979079497908
NN,weak,0.01,12.0,11.849372384937238
NN,weak,0.1,12.0,10.292887029288703
NN,normal,0,12.0,12.0
NN,normal,0.0001,12.0,12.0
NN,normal,0.001,12.0,11.94979079497908
NN,normal,0.01,12.0,11.849372384937238
NN,normal,0.1,12.0,10.292887029288703
NN,strong,0,12.0,12.0
NN,strong,0.0001,12.0,12.0
NN,strong,0.001,12.0,11.94979079497908
NN,strong,0.01,12.0,11.849372384937238
NN,strong,0.1,12.0,10.292887029288703
