lNN,weak,0.001,12.0,12.0,10.276150627615063,10.276150627615063,10.276150627615063,10.276150627615063,11.0,10.99581589958159,12.0,12.0,12.0,12.0,10.728033472803347,10.728033472803347,11.94560669456067,11.94560669456067
lNN,weak,0.01,12.0,12.0,10.276150627615063,10.276150627615063,10.276150627615063,10.276150627615063,11.0,10.92468619246862,12.0,12.0,12.0,11.878661087866108,10.728033472803347,10.728033472803347,11.502092050209205,11.485355648535565
lNN,weak,0.1,12.0,12.0,10.276150627615063,9.707112970711297,10.276150627615063,9.707112970711297,11.0,10.728033472803347,12.0,11.648535564853557,12.0,9.573221757322175,10.728033472803347,10.468619246861925,10.786610878661088,10.246861924686192
lNN,normal,0.001,12.0,12.0,10.276150627615063,10.276150627615063,10.276150627615063,10.276150627615063,11.0,10.99581589958159,12.0,12.0,12.0,12.0,10.728033472803347,10.728033472803347,11.94560669456067,11.94560669456067
lNN,normal,0.01,12.0,12.0,10.276150627615063,10.276150627615063,10.276150627615063,10.276150627615063,11.0,10.92468619246862,12.0,12.0,12.0,11.878661087866108,10.728033472803347,10.728033472803347,11.824267782426778,11.803347280334728
lNN,normal,0.1,12.0,12.0,10.276150627615063,9.707112970711297,10.276150627615063,9.707112970711297,11.0,10.728033472803347,12.0,11.648535564853557,12.0,9.573221757322175,10.728033472803347,10.468619246861925,10.786610878661088,10.225941422594142
lNN,strong,0.001,12.0,12.0,10.276150627615063,10.276150627615063,10.276150627615063,10.276150627615063,11.0,10.99581589958159,12.0,12.0,12.0,12.0,10.728033472803347,10.728033472803347,11.94560669456067,11.94560669456067
lNN,strong,0.01,12.0,12.0,10.276150627615063,10.276150627615063,10.276150627615063,10.276150627615063,11.0,10.92468619246862,12.0,12.0,12.0,11.878661087866108,10.728033472803347,10.728033472803347,11.93305439330544,11.912133891213388
lNN,strong,0.1,12.0,12.0,10.276150627615063,9.707112970711297,10.276150627615063,9.707112970711297,11.0,10.728033472803347,12.0,11.648535564853557,12.0,9.573221757322175,10.728033472803347,10.468619246861925,10.878661087866108,10.292887029288703
lNN,weak,0.0001,12.0,12.0,10.276150627615063,10.276150627615063,10.276150627615063,10.276150627615063,11.0,11.0,12.0,12.0,12.0,12.0,10.728033472803347,10.728033472803347,11.98744769874477,11.98744769874477
lNN,normal,0.0001,12.0,12.0,10.276150627615063,10.276150627615063,10.276150627615063,10.276150627615063,11.0,11.0,12.0,12.0,12.0,12.0,10.728033472803347,10.728033472803347,11.98744769874477,11.98744769874477
lNN,strong,0.0001,12.0,12.0,10.276150627615063,10.276150627615063,10.276150627615063,10.276150627615063,11.0,11.0,12.0,12.0,12.0,12.0,10.728033472803347,10.728033472803347,11.98744769874477,11.98744769874477
lNN,weak,0,12.0,12.0,10.276150627615063,10.276150627615063,10.276150627615063,10.276150627615063,11.0,11.0,12.0,12.0,12.0,12.0,10.728033472803347,10.728033472803347,12.0,12.0
lNN,normal,0,12.0,12.0,10.276150627615063,10.276150627615063,10.276150627615063,10.276150627615063,11.0,11.0,12.0,12.0,12.0,12.0,10.728033472803347,10.728033472803347,12.0,12.0
lNN,strong,0,12.0,12.0,10.276150627615063,10.276150627615063,10.276150627615063,10.276150627615063,11.0,11.0,12.0,12.0,12.0,12.0,10.728033472803347,10.728033472803347,12.0,12.0
