cNN,weak,0,12.0,12.0
cNN,weak,0.0001,12.0,12.0
cNN,weak,0.001,12.0,11.94979079497908
cNN,weak,0.01,12.0,11.849372384937238
cNN,weak,0.1,12.0,10.794979079497908
cNN,normal,0,12.0,12.0
cNN,normal,0.0001,12.0,12.0
cNN,normal,0.001,12.0,11.94979079497908
cNN,normal,0.01,12.0,11.849372384937238
cNN,normal,0.1,12.0,10.794979079497908
cNN,strong,0,12.0,12.0
cNN,strong,0.0001,12.0,12.0
cNN,strong,0.001,12.0,11.94979079497908
cNN,strong,0.01,12.0,11.849372384937238
cNN,strong,0.1,12.0,10.794979079497908
cNN,weak,0,12.0,12.0
cNN,weak,0.0001,12.0,12.0
cNN,weak,0.001,12.0,12.0
cNN,weak,0.01,12.0,11.799163179916318
cNN,weak,0.1,12.0,10.845188284518828
cNN,normal,0,12.0,12.0
cNN,normal,0.0001,12.0,12.0
cNN,normal,0.001,12.0,12.0
cNN,normal,0.01,12.0,11.799163179916318
cNN,normal,0.1,12.0,10.845188284518828
cNN,strong,0,12.0,12.0
cNN,strong,0.0001,12.0,12.0
cNN,strong,0.001,12.0,12.0
cNN,strong,0.01,12.0,11.799163179916318
cNN,strong,0.1,12.0,10.845188284518828
