cNN,weak,0.001,3.928870292887029,3.807531380753138,5.7364016736401675,4.7740585774058575,3.5606694560669454,3.8744769874476988,0.9079497907949791
cNN,weak,0.01,2.510460251046025,2.426778242677824,3.3807531380753137,2.8242677824267783,2.062761506276151,2.3640167364016738,0.5313807531380753
cNN,weak,0.1,0.49372384937238495,0.4895397489539749,0.5941422594142259,0.5648535564853556,0.4225941422594142,0.46443514644351463,0.1087866108786611
cNN,normal,0.001,4.2803347280334725,4.2092050209205025,6.104602510460251,5.2133891213389125,3.9665271966527196,4.2175732217573225,1.205020920502092
cNN,normal,0.01,3.3263598326359833,3.2510460251046025,4.456066945606694,3.782426778242678,2.8158995815899583,3.1338912133891212,0.8535564853556485
cNN,normal,0.1,1.1422594142259415,1.104602510460251,1.3598326359832635,1.2635983263598327,0.9121338912133892,1.0585774058577406,0.23430962343096234
cNN,strong,0.001,4.7740585774058575,4.7280334728033475,6.443514644351464,5.673640167364017,4.464435146443515,4.669456066945607,1.602510460251046
cNN,strong,0.01,3.9665271966527196,3.8535564853556483,5.2133891213389125,4.569037656903766,3.4686192468619246,3.7405857740585775,1.1841004184100419
cNN,strong,0.1,1.8242677824267783,1.8033472803347281,2.1673640167364017,1.9748953974895398,1.4476987447698744,1.6276150627615062,0.401673640167364
cNN,weak,0.0001,4.389121338912134,4.317991631799163,6.418410041841004,5.384937238493724,4.129707112970712,4.401673640167364,1.0753138075313808
cNN,normal,0.0001,4.594142259414226,4.589958158995816,6.564853556485356,5.615062761506276,4.338912133891213,4.589958158995816,1.3514644351464435
cNN,strong,0.0001,4.96652719665272,4.907949790794979,6.677824267782427,5.849372384937238,4.635983263598327,4.849372384937238,1.6861924686192469
cNN,weak,0,4.694560669456067,4.543933054393306,6.589958158995816,5.598326359832636,4.338912133891213,4.560669456066946,1.2468619246861925
cNN,normal,0,4.891213389121339,4.7740585774058575,6.7322175732217575,5.7615062761506275,4.539748953974895,4.7364016736401675,1.5397489539748954
cNN,strong,0,5.163179916317992,5.058577405857741,6.836820083682008,6.02510460251046,4.799163179916318,4.98744769874477,1.895397489539749
