NN,weak,0,27.807,210.033,585.599,350.668,312.445,266.958,4.913
NN,weak,0.0001,10.758,165.876,512.312,297.494,260.734,221.112,1.344
NN,weak,0.001,0.409,49.1,221.579,119.289,98.669,85.343,0.018
NN,weak,0.01,0.0,0.122,2.578,1.377,0.788,0.754,0.0
NN,weak,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN,normal,0,28.3,210.473,586.04,351.107,312.882,267.371,5.798
NN,normal,0.0001,15.804,184.723,547.383,321.421,283.916,241.122,2.265
NN,normal,0.001,1.789,88.354,336.255,186.339,158.442,134.857,0.157
NN,normal,0.01,0.003,2.682,22.736,11.736,7.919,7.272,0.0
NN,strong,0,29.13,211.313,586.84,351.868,313.649,268.183,7.255
NN,strong,0.0001,20.618,197.105,568.394,336.558,298.606,254.107,3.802
NN,strong,0.001,4.996,126.473,431.897,245.025,211.688,179.288,0.59
NN,strong,0.01,0.036,12.919,84.818,43.983,33.86,30.774,0.004
