lNN,weak,0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,699.639,699.639,700.0,700.0,700.0,700.0,699.939,699.939
lNN,weak,0.0001,700.0,700.0,700.0,700.0,700.0,700.0,700.0,699.809,699.639,699.639,700.0,699.696,700.0,700.0,699.924,699.759
lNN,weak,0.001,700.0,696.0,700.0,696.753,700.0,696.753,700.0,698.22,699.639,699.454,700.0,697.018,700.0,696.51,699.717,694.252
lNN,weak,0.01,700.0,678.0,700.0,681.09,700.0,681.09,700.0,681.94,699.639,693.045,700.0,670.054,700.0,678.248,699.643,665.591
lNN,weak,0.1,700.0,540.0,700.0,567.852,700.0,567.852,700.0,567.795,699.639,629.73,700.0,412.826,700.0,543.927,699.643,471.48
lNN,normal,0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,699.639,699.639,700.0,700.0,700.0,700.0,699.973,699.973
lNN,normal,0.0001,700.0,700.0,700.0,700.0,700.0,700.0,700.0,699.809,699.639,699.639,700.0,699.696,700.0,700.0,699.952,699.792
lNN,normal,0.001,700.0,696.0,700.0,696.753,700.0,696.753,700.0,698.22,699.639,699.454,700.0,697.018,700.0,696.51,699.783,694.348
lNN,normal,0.01,700.0,678.0,700.0,681.09,700.0,681.09,700.0,681.94,699.639,693.045,700.0,670.054,700.0,678.248,699.642,665.583
lNN,normal,0.1,700.0,540.0,700.0,567.852,700.0,567.852,700.0,567.795,699.639,629.73,700.0,412.826,700.0,543.927,699.642,471.472
lNN,strong,0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,699.639,699.639,700.0,700.0,700.0,700.0,699.986,699.986
lNN,strong,0.0001,700.0,700.0,700.0,700.0,700.0,700.0,700.0,699.809,699.639,699.639,700.0,699.696,700.0,700.0,699.974,699.824
lNN,strong,0.001,700.0,696.0,700.0,696.753,700.0,696.753,700.0,698.22,699.639,699.454,700.0,697.018,700.0,696.51,699.86,694.449
lNN,strong,0.01,700.0,678.0,700.0,681.09,700.0,681.09,700.0,681.94,699.639,693.045,700.0,670.054,700.0,678.248,699.654,665.674
lNN,strong,0.1,700.0,540.0,700.0,567.852,700.0,567.852,700.0,567.795,699.639,629.73,700.0,412.826,700.0,543.927,699.642,471.57
