NN,weak,0,8.178

NN,weak,0.0001,8.062

NN,weak,0.001,7.296

NN,weak,0.01,4.097

NN,weak,0.1,0.131

NN,normal,0,8.612

NN,normal,0.0001,8.555

NN,normal,0.001,8.147

NN,normal,0.01,6.083

NN,normal,0.1,0.788

NN,strong,0,9.047

NN,strong,0.0001,9.019

NN,strong,0.001,8.792

NN,strong,0.01,7.515

NN,strong,0.1,2.085

