lNN,weak,0,0.061,0.061,0.061,694.27,349.666,170.4,0.061,0.055
lNN,weak,0.0001,0.008,0.008,0.008,558.221,279.113,116.528,0.008,0.006
lNN,weak,0.001,0.0,0.0,0.0,154.817,77.435,20.041,0.0,0.0
lNN,weak,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lNN,weak,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lNN,normal,0,0.027,0.027,0.027,694.264,349.654,170.388,0.027,0.026
lNN,normal,0.0001,0.008,0.008,0.008,615.276,307.804,135.612,0.008,0.008
lNN,normal,0.001,0.0,0.0,0.0,300.405,150.427,49.586,0.0,0.0
lNN,normal,0.01,0.0,0.0,0.0,0.942,0.474,0.037,0.0,0.0
lNN,normal,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lNN,strong,0,0.014,0.014,0.014,694.263,349.648,170.382,0.014,0.014
lNN,strong,0.0001,0.008,0.008,0.008,652.214,326.454,150.19,0.008,0.008
lNN,strong,0.001,0.0,0.0,0.0,432.112,215.981,80.795,0.0,0.0
lNN,strong,0.01,0.0,0.0,0.0,23.331,11.766,1.494,0.0,0.0
lNN,strong,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
