cNN,normal,0.0001,5.815,11.673,7.648,8.703,8.672,3.311
cNN,normal,0.0001,2.216,5.815,11.673,6.525,5.357,1.754
cNN,normal,0.0001,2.216,11.673,7.648,7.453,6.848,1.766
cNN,normal,0.0001,2.216,5.815,7.648,5.512,3.991,1.729
