NN,normal,0.0001,7.411,11.463,8.343,9.249,9.408,4.672
NN,normal,0.0001,4.087,7.411,11.463,7.524,7.079,2.998
NN,normal,0.0001,4.087,11.463,8.343,7.812,7.742,3.045
NN,normal,0.0001,4.087,7.411,8.343,6.654,5.767,2.948
